,nombre_torneo,nro_jornada,fecha_partido,equipo_local,resultado,equipo_visitante,equipo_local_resultado,equipo_visitante_resultado
2339,Liga Profesional Argentina 2023,Jornada 15,06 May 23,Colón,2 - 0,Banfield,2,0
2340,Liga Profesional Argentina 2023,Jornada 15,09 May 23,Central Córdoba,0 - 1,Sarmiento,0,1
2341,Liga Profesional Argentina 2023,Jornada 15,05 May 23,Barracas Central,3 - 0,Instituto,3,0
2342,Liga Profesional Argentina 2023,Jornada 16,15 May 23,Barracas Central,2 - 2,Central Córdoba,2,2
2343,Liga Profesional Argentina 2023,Jornada 16,13 May 23,Banfield,1 - 2,San Lorenzo,1,2
2344,Liga Profesional Argentina 2023,Jornada 16,14 May 23,Defensa y Justicia,1 - 1,Estudiantes La Plata,1,1
2345,Liga Profesional Argentina 2023,Jornada 16,16 May 23,Vélez Sarsfield,0 - 0,Rosario Central,0,0
2346,Liga Profesional Argentina 2023,Jornada 16,14 May 23,Platense,3 - 0,Racing Club,3,0
2347,Liga Profesional Argentina 2023,Jornada 16,15 May 23,Talleres Córdoba,2 - 1,River Plate,2,1
2348,Liga Profesional Argentina 2023,Jornada 16,15 May 23,Boca Juniors,2 - 0,Belgrano,2,0
2349,Liga Profesional Argentina 2023,Jornada 16,13 May 23,Atl.Tucumán,1 - 2,Argentinos Juniors,1,2
2350,Liga Profesional Argentina 2023,Jornada 16,13 May 23,Independiente,2 - 1,Tigre,2,1
2351,Liga Profesional Argentina 2023,Jornada 16,14 May 23,Newell's Old Boys,2 - 0,Arsenal de Sarandí,2,0
2352,Liga Profesional Argentina 2023,Jornada 16,15 May 23,Gimnasia La Plata,1 - 0,Lanús,1,0
2353,Liga Profesional Argentina 2023,Jornada 16,13 May 23,CA Huracán,0 - 0,Godoy Cruz,0,0
2354,Liga Profesional Argentina 2023,Jornada 16,14 May 23,Instituto,1 - 0,Colón,1,0
2355,Liga Profesional Argentina 2023,Jornada 16,15 May 23,Unión Santa Fe,0 - 2,Sarmiento,0,2
2356,Liga Profesional Argentina 2023,Jornada 17,20 May 23,Central Córdoba,0 - 1,Unión Santa Fe,0,1
2357,Liga Profesional Argentina 2023,Jornada 17,19 May 23,Godoy Cruz,2 - 0,Gimnasia La Plata,2,0
2358,Liga Profesional Argentina 2023,Jornada 17,21 May 23,Lanús,1 - 0,Newell's Old Boys,1,0
2359,Liga Profesional Argentina 2023,Jornada 17,19 May 23,Arsenal de Sarandí,2 - 1,Independiente,2,1
2360,Liga Profesional Argentina 2023,Jornada 17,21 May 23,Tigre,0 - 0,Atl.Tucumán,0,0
2361,Liga Profesional Argentina 2023,Jornada 17,20 May 23,Argentinos Juniors,0 - 1,Boca Juniors,0,1
2362,Liga Profesional Argentina 2023,Jornada 17,21 May 23,Belgrano,1 - 1,Talleres Córdoba,1,1
2363,Liga Profesional Argentina 2023,Jornada 17,22 May 23,River Plate,2 - 1,Platense,2,1
2364,Liga Profesional Argentina 2023,Jornada 17,17 Jun 23,Racing Club,2 - 1,Vélez Sarsfield,2,1
2365,Liga Profesional Argentina 2023,Jornada 17,20 May 23,Rosario Central,2 - 1,Defensa y Justicia,2,1
2366,Liga Profesional Argentina 2023,Jornada 17,20 May 23,Estudiantes La Plata,1 - 0,Banfield,1,0
2367,Liga Profesional Argentina 2023,Jornada 17,21 May 23,Colón,1 - 1,Barracas Central,1,1
2368,Liga Profesional Argentina 2023,Jornada 17,21 May 23,Sarmiento,0 - 0,CA Huracán,0,0
2369,Liga Profesional Argentina 2023,Jornada 17,20 May 23,San Lorenzo,2 - 0,Instituto,2,0
2370,Liga Profesional Argentina 2023,Jornada 18,29 May 23,Colón,2 - 2,Central Córdoba,2,2
2371,Liga Profesional Argentina 2023,Jornada 18,28 May 23,Barracas Central,1 - 0,San Lorenzo,1,0
2372,Liga Profesional Argentina 2023,Jornada 18,30 May 23,Banfield,2 - 0,Rosario Central,2,0
2373,Liga Profesional Argentina 2023,Jornada 18,28 May 23,Defensa y Justicia,1 - 1,Racing Club,1,1
2374,Liga Profesional Argentina 2023,Jornada 18,30 May 23,Vélez Sarsfield,2 - 2,River Plate,2,2
2375,Liga Profesional Argentina 2023,Jornada 18,27 May 23,Platense,1 - 0,Belgrano,1,0
2376,Liga Profesional Argentina 2023,Jornada 18,28 May 23,Talleres Córdoba,1 - 0,Argentinos Juniors,1,0
2377,Liga Profesional Argentina 2023,Jornada 18,29 May 23,Boca Juniors,1 - 0,Tigre,1,0
2378,Liga Profesional Argentina 2023,Jornada 18,27 May 23,Atl.Tucumán,1 - 0,Arsenal de Sarandí,1,0
2379,Liga Profesional Argentina 2023,Jornada 18,28 May 23,Independiente,1 - 1,Lanús,1,1
2380,Liga Profesional Argentina 2023,Jornada 18,29 May 23,Newell's Old Boys,2 - 0,Godoy Cruz,2,0
2381,Liga Profesional Argentina 2023,Jornada 18,30 May 23,CA Huracán,0 - 1,Unión Santa Fe,0,1
2382,Liga Profesional Argentina 2023,Jornada 18,30 May 23,Instituto,0 - 0,Estudiantes La Plata,0,0
2383,Liga Profesional Argentina 2023,Jornada 18,27 May 23,Gimnasia La Plata,0 - 0,Sarmiento,0,0
2384,Liga Profesional Argentina 2023,Jornada 19,04 Jun 23,Central Córdoba,2 - 0,CA Huracán,2,0
2385,Liga Profesional Argentina 2023,Jornada 19,04 Jun 23,Unión Santa Fe,2 - 0,Gimnasia La Plata,2,0
2386,Liga Profesional Argentina 2023,Jornada 19,04 Jun 23,Godoy Cruz,2 - 1,Independiente,2,1
2387,Liga Profesional Argentina 2023,Jornada 19,05 Jun 23,Lanús,2 - 1,Atl.Tucumán,2,1
2388,Liga Profesional Argentina 2023,Jornada 19,02 Jun 23,Arsenal de Sarandí,1 - 0,Boca Juniors,1,0
2389,Liga Profesional Argentina 2023,Jornada 19,03 Jun 23,Tigre,1 - 3,Talleres Córdoba,1,3
2390,Liga Profesional Argentina 2023,Jornada 19,03 Jun 23,Argentinos Juniors,1 - 0,Platense,1,0
2391,Liga Profesional Argentina 2023,Jornada 19,03 Jun 23,Belgrano,2 - 0,Vélez Sarsfield,2,0
2392,Liga Profesional Argentina 2023,Jornada 19,18 Jun 23,River Plate,1 - 0,Defensa y Justicia,1,0
2393,Liga Profesional Argentina 2023,Jornada 19,04 Jun 23,Racing Club,2 - 0,Banfield,2,0
2394,Liga Profesional Argentina 2023,Jornada 19,03 Jun 23,Estudiantes La Plata,5 - 2,Barracas Central,5,2
2395,Liga Profesional Argentina 2023,Jornada 19,04 Jun 23,San Lorenzo,0 - 0,Colón,0,0
2396,Liga Profesional Argentina 2023,Jornada 19,02 Jun 23,Sarmiento,0 - 0,Newell's Old Boys,0,0
2397,Liga Profesional Argentina 2023,Jornada 19,04 Jun 23,Rosario Central,4 - 1,Instituto,4,1
2398,Liga Profesional Argentina 2023,Jornada 20,12 Jun 23,San Lorenzo,0 - 0,Central Córdoba,0,0
2399,Liga Profesional Argentina 2023,Jornada 20,13 Jun 23,Colón,1 - 0,Estudiantes La Plata,1,0
2400,Liga Profesional Argentina 2023,Jornada 20,09 Jun 23,Barracas Central,0 - 0,Rosario Central,0,0
2401,Liga Profesional Argentina 2023,Jornada 20,13 Jun 23,Banfield,1 - 4,River Plate,1,4
2402,Liga Profesional Argentina 2023,Jornada 20,13 Jun 23,Defensa y Justicia,2 - 0,Belgrano,2,0
2403,Liga Profesional Argentina 2023,Jornada 20,13 Jun 23,Vélez Sarsfield,0 - 1,Argentinos Juniors,0,1
2404,Liga Profesional Argentina 2023,Jornada 20,11 Jun 23,Platense,1 - 0,Tigre,1,0
2405,Liga Profesional Argentina 2023,Jornada 20,11 Jun 23,Talleres Córdoba,1 - 0,Arsenal de Sarandí,1,0
2406,Liga Profesional Argentina 2023,Jornada 20,11 Jun 23,Boca Juniors,1 - 1,Lanús,1,1
2407,Liga Profesional Argentina 2023,Jornada 20,14 Jun 23,Atl.Tucumán,2 - 1,Godoy Cruz,2,1
2408,Liga Profesional Argentina 2023,Jornada 20,12 Jun 23,Newell's Old Boys,1 - 1,Unión Santa Fe,1,1
2409,Liga Profesional Argentina 2023,Jornada 20,14 Jun 23,Gimnasia La Plata,1 - 0,CA Huracán,1,0
2410,Liga Profesional Argentina 2023,Jornada 20,13 Jun 23,Instituto,1 - 1,Racing Club,1,1
2411,Liga Profesional Argentina 2023,Jornada 20,10 Jun 23,Independiente,2 - 0,Sarmiento,2,0
2412,Liga Profesional Argentina 2023,Jornada 21,22 Jun 23,Central Córdoba,0 - 0,Gimnasia La Plata,0,0
2413,Liga Profesional Argentina 2023,Jornada 21,24 Jun 23,CA Huracán,1 - 1,Newell's Old Boys,1,1
2414,Liga Profesional Argentina 2023,Jornada 21,24 Jun 23,Unión Santa Fe,3 - 0,Independiente,3,0
2415,Liga Profesional Argentina 2023,Jornada 21,23 Jun 23,Godoy Cruz,4 - 0,Boca Juniors,4,0
2416,Liga Profesional Argentina 2023,Jornada 21,25 Jun 23,Lanús,2 - 1,Talleres Córdoba,2,1
2417,Liga Profesional Argentina 2023,Jornada 21,25 Jun 23,Arsenal de Sarandí,0 - 2,Platense,0,2
2418,Liga Profesional Argentina 2023,Jornada 21,22 Jun 23,Tigre,2 - 1,Vélez Sarsfield,2,1
2419,Liga Profesional Argentina 2023,Jornada 21,24 Jun 23,Argentinos Juniors,3 - 1,Defensa y Justicia,3,1
2420,Liga Profesional Argentina 2023,Jornada 21,27 Jun 23,Belgrano,3 - 1,Banfield,3,1
2421,Liga Profesional Argentina 2023,Jornada 21,22 Jun 23,Racing Club,1 - 1,Barracas Central,1,1
2422,Liga Profesional Argentina 2023,Jornada 21,26 Jun 23,Rosario Central,1 - 1,Colón,1,1
2423,Liga Profesional Argentina 2023,Jornada 21,22 Jun 23,Estudiantes La Plata,1 - 1,San Lorenzo,1,1
2424,Liga Profesional Argentina 2023,Jornada 21,26 Jun 23,Sarmiento,4 - 1,Atl.Tucumán,4,1
2425,Liga Profesional Argentina 2023,Jornada 21,23 Jun 23,River Plate,3 - 1,Instituto,3,1
2426,Liga Profesional Argentina 2023,Jornada 22,02 Jul 23,Estudiantes La Plata,1 - 1,Central Córdoba,1,1
2427,Liga Profesional Argentina 2023,Jornada 22,01 Jul 23,San Lorenzo,1 - 0,Rosario Central,1,0
2428,Liga Profesional Argentina 2023,Jornada 22,02 Jul 23,Colón,0 - 4,Racing Club,0,4
2429,Liga Profesional Argentina 2023,Jornada 22,01 Jul 23,Barracas Central,2 - 1,River Plate,2,1
2430,Liga Profesional Argentina 2023,Jornada 22,03 Jul 23,Banfield,1 - 0,Argentinos Juniors,1,0
2431,Liga Profesional Argentina 2023,Jornada 22,03 Jul 23,Defensa y Justicia,1 - 0,Tigre,1,0
2432,Liga Profesional Argentina 2023,Jornada 22,01 Jul 23,Vélez Sarsfield,1 - 0,Arsenal de Sarandí,1,0
2433,Liga Profesional Argentina 2023,Jornada 22,01 Jul 23,Platense,0 - 1,Lanús,0,1
2434,Liga Profesional Argentina 2023,Jornada 22,02 Jul 23,Talleres Córdoba,1 - 1,Godoy Cruz,1,1
2435,Liga Profesional Argentina 2023,Jornada 22,01 Jul 23,Atl.Tucumán,1 - 0,Unión Santa Fe,1,0
2436,Liga Profesional Argentina 2023,Jornada 22,02 Jul 23,Independiente,1 - 0,CA Huracán,1,0
2437,Liga Profesional Argentina 2023,Jornada 22,04 Jul 23,Newell's Old Boys,2 - 2,Gimnasia La Plata,2,2
2438,Liga Profesional Argentina 2023,Jornada 22,03 Jul 23,Instituto,1 - 0,Belgrano,1,0
2439,Liga Profesional Argentina 2023,Jornada 22,03 Jul 23,Boca Juniors,2 - 0,Sarmiento,2,0
2440,Liga Profesional Argentina 2023,Jornada 23,08 Jul 23,Central Córdoba,2 - 0,Newell's Old Boys,2,0
2441,Liga Profesional Argentina 2023,Jornada 23,08 Jul 23,Gimnasia La Plata,1 - 1,Independiente,1,1
2442,Liga Profesional Argentina 2023,Jornada 23,07 Jul 23,CA Huracán,0 - 1,Atl.Tucumán,0,1
2443,Liga Profesional Argentina 2023,Jornada 23,06 Jul 23,Unión Santa Fe,0 - 0,Boca Juniors,0,0
2444,Liga Profesional Argentina 2023,Jornada 23,05 Jul 23,Godoy Cruz,2 - 1,Platense,2,1
2445,Liga Profesional Argentina 2023,Jornada 23,05 Jul 23,Lanús,0 - 1,Vélez Sarsfield,0,1
2446,Liga Profesional Argentina 2023,Jornada 23,06 Jul 23,Arsenal de Sarandí,1 - 2,Defensa y Justicia,1,2
2447,Liga Profesional Argentina 2023,Jornada 23,05 Jul 23,Tigre,1 - 2,Banfield,1,2
2448,Liga Profesional Argentina 2023,Jornada 23,07 Jul 23,Belgrano,0 - 2,Barracas Central,0,2
2449,Liga Profesional Argentina 2023,Jornada 23,06 Jul 23,River Plate,2 - 0,Colón,2,0
2450,Liga Profesional Argentina 2023,Jornada 23,06 Jul 23,Racing Club,1 - 1,San Lorenzo,1,1
2451,Liga Profesional Argentina 2023,Jornada 23,05 Jul 23,Rosario Central,0 - 0,Estudiantes La Plata,0,0
2452,Liga Profesional Argentina 2023,Jornada 23,07 Jul 23,Sarmiento,0 - 1,Talleres Córdoba,0,1
2453,Liga Profesional Argentina 2023,Jornada 23,07 Jul 23,Argentinos Juniors,0 - 0,Instituto,0,0
2454,Liga Profesional Argentina 2023,Jornada 24,11 Jul 23,Rosario Central,2 - 0,Central Córdoba,2,0
2455,Liga Profesional Argentina 2023,Jornada 24,08 Jul 23,Estudiantes La Plata,0 - 0,Racing Club,0,0
2456,Liga Profesional Argentina 2023,Jornada 24,09 Jul 23,San Lorenzo,0 - 0,River Plate,0,0
2457,Liga Profesional Argentina 2023,Jornada 24,10 Jul 23,Colón,0 - 0,Belgrano,0,0
2458,Liga Profesional Argentina 2023,Jornada 24,10 Jul 23,Barracas Central,0 - 0,Argentinos Juniors,0,0
2459,Liga Profesional Argentina 2023,Jornada 24,10 Jul 23,Banfield,0 - 0,Arsenal de Sarandí,0,0
2460,Liga Profesional Argentina 2023,Jornada 24,10 Jul 23,Defensa y Justicia,2 - 2,Lanús,2,2
2461,Liga Profesional Argentina 2023,Jornada 24,09 Jul 23,Vélez Sarsfield,1 - 1,Godoy Cruz,1,1
2462,Liga Profesional Argentina 2023,Jornada 24,11 Jul 23,Talleres Córdoba,0 - 0,Unión Santa Fe,0,0
2463,Liga Profesional Argentina 2023,Jornada 24,11 Jul 23,Boca Juniors,1 - 0,CA Huracán,1,0
2464,Liga Profesional Argentina 2023,Jornada 24,12 Jul 23,Atl.Tucumán,2 - 0,Gimnasia La Plata,2,0
2465,Liga Profesional Argentina 2023,Jornada 24,12 Jul 23,Independiente,0 - 2,Newell's Old Boys,0,2
2466,Liga Profesional Argentina 2023,Jornada 24,09 Jul 23,Instituto,0 - 1,Tigre,0,1
2467,Liga Profesional Argentina 2023,Jornada 24,09 Jul 23,Platense,1 - 0,Sarmiento,1,0
2468,Liga Profesional Argentina 2023,Jornada 25,17 Jul 23,Central Córdoba,0 - 1,Independiente,0,1
2469,Liga Profesional Argentina 2023,Jornada 25,18 Jul 23,Newell's Old Boys,0 - 0,Atl.Tucumán,0,0
2470,Liga Profesional Argentina 2023,Jornada 25,16 Jul 23,Gimnasia La Plata,1 - 3,Boca Juniors,1,3
2471,Liga Profesional Argentina 2023,Jornada 25,15 Jul 23,CA Huracán,0 - 1,Talleres Córdoba,0,1
2472,Liga Profesional Argentina 2023,Jornada 25,15 Jul 23,Unión Santa Fe,0 - 0,Platense,0,0
2473,Liga Profesional Argentina 2023,Jornada 25,15 Jul 23,Godoy Cruz,2 - 2,Defensa y Justicia,2,2
2474,Liga Profesional Argentina 2023,Jornada 25,17 Jul 23,Lanús,2 - 2,Banfield,2,2
2475,Liga Profesional Argentina 2023,Jornada 25,17 Jul 23,Tigre,0 - 1,Barracas Central,0,1
2476,Liga Profesional Argentina 2023,Jornada 25,17 Jul 23,Argentinos Juniors,1 - 0,Colón,1,0
2477,Liga Profesional Argentina 2023,Jornada 25,16 Jul 23,Belgrano,0 - 1,San Lorenzo,0,1
2478,Liga Profesional Argentina 2023,Jornada 25,16 Jul 23,River Plate,3 - 1,Estudiantes La Plata,3,1
2479,Liga Profesional Argentina 2023,Jornada 25,15 Jul 23,Racing Club,1 - 1,Rosario Central,1,1
2480,Liga Profesional Argentina 2023,Jornada 25,15 Jul 23,Sarmiento,1 - 1,Vélez Sarsfield,1,1
2481,Liga Profesional Argentina 2023,Jornada 25,17 Jul 23,Arsenal de Sarandí,0 - 2,Instituto,0,2
2482,Liga Profesional Argentina 2023,Jornada 26,25 Jul 23,Racing Club,3 - 1,Central Córdoba,3,1
2483,Liga Profesional Argentina 2023,Jornada 26,24 Jul 23,Rosario Central,3 - 3,River Plate,3,3
2484,Liga Profesional Argentina 2023,Jornada 26,22 Jul 23,Estudiantes La Plata,4 - 0,Belgrano,4,0
2485,Liga Profesional Argentina 2023,Jornada 26,22 Jul 23,San Lorenzo,0 - 2,Argentinos Juniors,0,2
2486,Liga Profesional Argentina 2023,Jornada 26,25 Jul 23,Colón,1 - 3,Tigre,1,3
2487,Liga Profesional Argentina 2023,Jornada 26,25 Jul 23,Barracas Central,0 - 0,Arsenal de Sarandí,0,0
2488,Liga Profesional Argentina 2023,Jornada 26,24 Jul 23,Banfield,2 - 0,Godoy Cruz,2,0
2489,Liga Profesional Argentina 2023,Jornada 26,24 Jul 23,Vélez Sarsfield,0 - 0,Unión Santa Fe,0,0
2490,Liga Profesional Argentina 2023,Jornada 26,23 Jul 23,Platense,0 - 1,CA Huracán,0,1
2491,Liga Profesional Argentina 2023,Jornada 26,24 Jul 23,Talleres Córdoba,2 - 2,Gimnasia La Plata,2,2
2492,Liga Profesional Argentina 2023,Jornada 26,25 Jul 23,Boca Juniors,2 - 1,Newell's Old Boys,2,1
2493,Liga Profesional Argentina 2023,Jornada 26,23 Jul 23,Atl.Tucumán,1 - 0,Independiente,1,0
2494,Liga Profesional Argentina 2023,Jornada 26,26 Jul 23,Instituto,2 - 1,Lanús,2,1
2495,Liga Profesional Argentina 2023,Jornada 26,23 Jul 23,Defensa y Justicia,3 - 0,Sarmiento,3,0
2496,Liga Profesional Argentina 2023,Jornada 27,29 Jul 23,Central Córdoba,0 - 2,Atl.Tucumán,0,2
2497,Liga Profesional Argentina 2023,Jornada 27,29 Jul 23,Independiente,0 - 2,Boca Juniors,0,2
2498,Liga Profesional Argentina 2023,Jornada 27,29 Jul 23,Newell's Old Boys,1 - 1,Talleres Córdoba,1,1
2499,Liga Profesional Argentina 2023,Jornada 27,30 Jul 23,Gimnasia La Plata,1 - 1,Platense,1,1
2500,Liga Profesional Argentina 2023,Jornada 27,30 Jul 23,CA Huracán,1 - 0,Vélez Sarsfield,1,0
2501,Liga Profesional Argentina 2023,Jornada 27,28 Jul 23,Unión Santa Fe,2 - 0,Defensa y Justicia,2,0
2502,Liga Profesional Argentina 2023,Jornada 27,30 Jul 23,Lanús,2 - 0,Barracas Central,2,0
2503,Liga Profesional Argentina 2023,Jornada 27,30 Jul 23,Arsenal de Sarandí,2 - 0,Colón,2,0
2504,Liga Profesional Argentina 2023,Jornada 27,30 Jul 23,Tigre,2 - 0,San Lorenzo,2,0
2505,Liga Profesional Argentina 2023,Jornada 27,28 Jul 23,Argentinos Juniors,2 - 3,Estudiantes La Plata,2,3
2506,Liga Profesional Argentina 2023,Jornada 27,29 Jul 23,Belgrano,0 - 0,Rosario Central,0,0
2507,Liga Profesional Argentina 2023,Jornada 27,29 Jul 23,River Plate,2 - 1,Racing Club,2,1
2508,Liga Profesional Argentina 2023,Jornada 27,29 Jul 23,Sarmiento,0 - 0,Banfield,0,0
2509,Liga Profesional Argentina 2023,Jornada 27,31 Jul 23,Godoy Cruz,4 - 2,Instituto,4,2
2510,Copa Liga Profesional Argentina 2023,Jornada 1,20 Ago 23,Vélez Sarsfield,1 - 0,Barracas Central,1,0
2511,Copa Liga Profesional Argentina 2023,Jornada 1,21 Ago 23,Argentinos Juniors,3 - 2,River Plate,3,2
2512,Copa Liga Profesional Argentina 2023,Jornada 1,20 Ago 23,Rosario Central,0 - 0,Atl.Tucumán,0,0
2513,Copa Liga Profesional Argentina 2023,Jornada 1,21 Ago 23,CA Huracán,2 - 0,Banfield,2,0
2514,Copa Liga Profesional Argentina 2023,Jornada 1,20 Ago 23,Gimnasia La Plata,0 - 3,Talleres Córdoba,0,3
2515,Copa Liga Profesional Argentina 2023,Jornada 1,19 Ago 23,Independiente,0 - 1,Colón,0,1
2516,Copa Liga Profesional Argentina 2023,Jornada 1,19 Ago 23,Boca Juniors,3 - 1,Platense,3,1
2517,Copa Liga Profesional Argentina 2023,Jornada 1,12 Sep 23,Defensa y Justicia,2 - 2,Godoy Cruz,2,2
2518,Copa Liga Profesional Argentina 2023,Jornada 1,22 Ago 23,Newell's Old Boys,2 - 0,Central Córdoba,2,0
2519,Copa Liga Profesional Argentina 2023,Jornada 1,20 Ago 23,Lanús,0 - 1,San Lorenzo,0,1
2520,Copa Liga Profesional Argentina 2023,Jornada 1,18 Ago 23,Belgrano,2 - 1,Estudiantes La Plata,2,1
2521,Copa Liga Profesional Argentina 2023,Jornada 1,19 Ago 23,Unión Santa Fe,1 - 1,Racing Club,1,1
2522,Copa Liga Profesional Argentina 2023,Jornada 1,20 Ago 23,Arsenal de Sarandí,0 - 1,Instituto,0,1
2523,Copa Liga Profesional Argentina 2023,Jornada 1,20 Ago 23,Sarmiento,2 - 0,Tigre,2,0
2524,Copa Liga Profesional Argentina 2023,Jornada 2,28 Ago 23,Independiente,2 - 1,Vélez Sarsfield,2,1
2525,Copa Liga Profesional Argentina 2023,Jornada 2,26 Ago 23,Colón,2 - 0,Gimnasia La Plata,2,0
2526,Copa Liga Profesional Argentina 2023,Jornada 2,27 Ago 23,Talleres Córdoba,2 - 1,CA Huracán,2,1
2527,Copa Liga Profesional Argentina 2023,Jornada 2,29 Ago 23,Banfield,3 - 0,Rosario Central,3,0
2528,Copa Liga Profesional Argentina 2023,Jornada 2,26 Ago 23,Arsenal de Sarandí,3 - 2,Argentinos Juniors,3,2
2529,Copa Liga Profesional Argentina 2023,Jornada 2,28 Ago 23,River Plate,5 - 1,Barracas Central,5,1
2530,Copa Liga Profesional Argentina 2023,Jornada 2,27 Ago 23,Tigre,1 - 2,Racing Club,1,2
2531,Copa Liga Profesional Argentina 2023,Jornada 2,26 Ago 23,Estudiantes La Plata,1 - 3,Unión Santa Fe,1,3
2532,Copa Liga Profesional Argentina 2023,Jornada 2,26 Ago 23,San Lorenzo,2 - 2,Belgrano,2,2
2533,Copa Liga Profesional Argentina 2023,Jornada 2,27 Ago 23,Newell's Old Boys,1 - 0,Lanús,1,0
2534,Copa Liga Profesional Argentina 2023,Jornada 2,27 Ago 23,Godoy Cruz,1 - 0,Central Córdoba,1,0
2535,Copa Liga Profesional Argentina 2023,Jornada 2,27 Ago 23,Platense,0 - 0,Defensa y Justicia,0,0
2536,Copa Liga Profesional Argentina 2023,Jornada 2,29 Ago 23,Atl.Tucumán,0 - 0,Instituto,0,0
2537,Copa Liga Profesional Argentina 2023,Jornada 2,27 Ago 23,Sarmiento,1 - 0,Boca Juniors,1,0
2538,Copa Liga Profesional Argentina 2023,Jornada 3,03 Sep 23,Vélez Sarsfield,2 - 0,River Plate,2,0
2539,Copa Liga Profesional Argentina 2023,Jornada 3,04 Sep 23,Barracas Central,2 - 1,Arsenal de Sarandí,2,1
2540,Copa Liga Profesional Argentina 2023,Jornada 3,03 Sep 23,Argentinos Juniors,2 - 2,Atl.Tucumán,2,2
2541,Copa Liga Profesional Argentina 2023,Jornada 3,03 Sep 23,Rosario Central,2 - 0,Talleres Córdoba,2,0
2542,Copa Liga Profesional Argentina 2023,Jornada 3,03 Sep 23,CA Huracán,2 - 1,Colón,2,1
2543,Copa Liga Profesional Argentina 2023,Jornada 3,02 Sep 23,Gimnasia La Plata,1 - 2,Independiente,1,2
2544,Copa Liga Profesional Argentina 2023,Jornada 3,03 Sep 23,Boca Juniors,0 - 1,Tigre,0,1
2545,Copa Liga Profesional Argentina 2023,Jornada 3,02 Sep 23,Central Córdoba,3 - 2,Platense,3,2
2546,Copa Liga Profesional Argentina 2023,Jornada 3,02 Sep 23,Lanús,2 - 2,Godoy Cruz,2,2
2547,Copa Liga Profesional Argentina 2023,Jornada 3,03 Sep 23,Belgrano,1 - 1,Newell's Old Boys,1,1
2548,Copa Liga Profesional Argentina 2023,Jornada 3,05 Sep 23,Unión Santa Fe,1 - 1,San Lorenzo,1,1
2549,Copa Liga Profesional Argentina 2023,Jornada 3,04 Sep 23,Racing Club,2 - 1,Estudiantes La Plata,2,1
2550,Copa Liga Profesional Argentina 2023,Jornada 3,03 Sep 23,Instituto,0 - 1,Banfield,0,1
2551,Copa Liga Profesional Argentina 2023,Jornada 3,03 Sep 23,Defensa y Justicia,1 - 1,Sarmiento,1,1
2552,Copa Liga Profesional Argentina 2023,Jornada 4,13 Sep 23,Gimnasia La Plata,2 - 1,Vélez Sarsfield,2,1
2553,Copa Liga Profesional Argentina 2023,Jornada 4,15 Sep 23,Independiente,1 - 0,CA Huracán,1,0
2554,Copa Liga Profesional Argentina 2023,Jornada 4,16 Sep 23,Colón,2 - 1,Rosario Central,2,1
2555,Copa Liga Profesional Argentina 2023,Jornada 4,16 Sep 23,Banfield,0 - 1,Argentinos Juniors,0,1
2556,Copa Liga Profesional Argentina 2023,Jornada 4,17 Sep 23,Atl.Tucumán,1 - 0,Barracas Central,1,0
2557,Copa Liga Profesional Argentina 2023,Jornada 4,18 Sep 23,River Plate,3 - 1,Arsenal de Sarandí,3,1
