,nombre_torneo,nro_jornada,fecha_partido,equipo_local,resultado,equipo_visitante,equipo_local_resultado,equipo_visitante_resultado
2101,Liga Profesional Argentina 2022,Jornada 25,13 Oct 22,Independiente,2 - 2,Barracas Central,2,2
2102,Liga Profesional Argentina 2022,Jornada 25,14 Oct 22,Newell's Old Boys,0 - 2,Tigre,0,2
2103,Liga Profesional Argentina 2022,Jornada 25,15 Oct 22,Arsenal de Sarandí,2 - 0,Central Córdoba,2,0
2104,Liga Profesional Argentina 2022,Jornada 26,18 Oct 22,Atl.Tucumán,1 - 1,Unión Santa Fe,1,1
2105,Liga Profesional Argentina 2022,Jornada 26,18 Oct 22,Colón,1 - 2,Defensa y Justicia,1,2
2106,Liga Profesional Argentina 2022,Jornada 26,17 Oct 22,River Plate,1 - 2,Rosario Central,1,2
2107,Liga Profesional Argentina 2022,Jornada 26,19 Oct 22,Lanús,0 - 1,Racing Club,0,1
2108,Liga Profesional Argentina 2022,Jornada 26,19 Oct 22,CA Huracán,2 - 0,Platense,2,0
2109,Liga Profesional Argentina 2022,Jornada 26,16 Oct 22,Godoy Cruz,0 - 1,Patronato,0,1
2110,Liga Profesional Argentina 2022,Jornada 26,17 Oct 22,Vélez Sarsfield,4 - 0,Estudiantes La Plata,4,0
2111,Liga Profesional Argentina 2022,Jornada 26,17 Oct 22,Gimnasia La Plata,0 - 0,Argentinos Juniors,0,0
2112,Liga Profesional Argentina 2022,Jornada 26,16 Oct 22,Aldosivi,1 - 3,Talleres Córdoba,1,3
2113,Liga Profesional Argentina 2022,Jornada 26,18 Oct 22,Sarmiento,2 - 4,San Lorenzo,2,4
2114,Liga Profesional Argentina 2022,Jornada 26,16 Oct 22,Independiente,1 - 0,Banfield,1,0
2115,Liga Profesional Argentina 2022,Jornada 26,16 Oct 22,Newell's Old Boys,2 - 0,Boca Juniors,2,0
2116,Liga Profesional Argentina 2022,Jornada 26,17 Oct 22,Arsenal de Sarandí,1 - 2,Barracas Central,1,2
2117,Liga Profesional Argentina 2022,Jornada 26,19 Oct 22,Central Córdoba,1 - 2,Tigre,1,2
2118,Liga Profesional Argentina 2022,Jornada 27,22 Oct 22,Unión Santa Fe,1 - 4,Central Córdoba,1,4
2119,Liga Profesional Argentina 2022,Jornada 27,25 Oct 22,Tigre,1 - 4,Arsenal de Sarandí,1,4
2120,Liga Profesional Argentina 2022,Jornada 27,24 Oct 22,Barracas Central,1 - 1,Newell's Old Boys,1,1
2121,Liga Profesional Argentina 2022,Jornada 27,23 Oct 22,Boca Juniors,2 - 2,Independiente,2,2
2122,Liga Profesional Argentina 2022,Jornada 27,23 Oct 22,Banfield,0 - 0,Sarmiento,0,0
2123,Liga Profesional Argentina 2022,Jornada 27,22 Oct 22,San Lorenzo,3 - 0,Aldosivi,3,0
2124,Liga Profesional Argentina 2022,Jornada 27,23 Oct 22,Talleres Córdoba,2 - 1,Gimnasia La Plata,2,1
2125,Liga Profesional Argentina 2022,Jornada 27,23 Oct 22,Argentinos Juniors,2 - 0,Vélez Sarsfield,2,0
2126,Liga Profesional Argentina 2022,Jornada 27,22 Oct 22,Estudiantes La Plata,2 - 0,Godoy Cruz,2,0
2127,Liga Profesional Argentina 2022,Jornada 27,23 Oct 22,Patronato,3 - 2,CA Huracán,3,2
2128,Liga Profesional Argentina 2022,Jornada 27,26 Oct 22,Platense,1 - 1,Lanús,1,1
2129,Liga Profesional Argentina 2022,Jornada 27,23 Oct 22,Racing Club,1 - 2,River Plate,1,2
2130,Liga Profesional Argentina 2022,Jornada 27,24 Oct 22,Rosario Central,1 - 1,Colón,1,1
2131,Liga Profesional Argentina 2022,Jornada 27,22 Oct 22,Defensa y Justicia,3 - 1,Atl.Tucumán,3,1
2132,Liga Profesional Argentina 2023,Jornada 1,29 Ene 23,Central Córdoba,0 - 2,River Plate,0,2
2133,Liga Profesional Argentina 2023,Jornada 1,29 Ene 23,Racing Club,0 - 0,Belgrano,0,0
2134,Liga Profesional Argentina 2023,Jornada 1,27 Ene 23,Rosario Central,1 - 0,Argentinos Juniors,1,0
2135,Liga Profesional Argentina 2023,Jornada 1,28 Ene 23,Estudiantes La Plata,1 - 2,Tigre,1,2
2136,Liga Profesional Argentina 2023,Jornada 1,28 Ene 23,San Lorenzo,1 - 0,Arsenal de Sarandí,1,0
2137,Liga Profesional Argentina 2023,Jornada 1,29 Ene 23,Colón,1 - 2,Lanús,1,2
2138,Liga Profesional Argentina 2023,Jornada 1,30 Ene 23,Barracas Central,0 - 1,Godoy Cruz,0,1
2139,Liga Profesional Argentina 2023,Jornada 1,31 Ene 23,Banfield,0 - 0,Unión Santa Fe,0,0
2140,Liga Profesional Argentina 2023,Jornada 1,28 Ene 23,Defensa y Justicia,2 - 4,CA Huracán,2,4
2141,Liga Profesional Argentina 2023,Jornada 1,31 Ene 23,Vélez Sarsfield,3 - 1,Gimnasia La Plata,3,1
2142,Liga Profesional Argentina 2023,Jornada 1,29 Ene 23,Platense,2 - 2,Newell's Old Boys,2,2
2143,Liga Profesional Argentina 2023,Jornada 1,28 Ene 23,Talleres Córdoba,0 - 1,Independiente,0,1
2144,Liga Profesional Argentina 2023,Jornada 1,30 Ene 23,Boca Juniors,1 - 0,Atl.Tucumán,1,0
2145,Liga Profesional Argentina 2023,Jornada 1,29 Ene 23,Instituto,0 - 0,Sarmiento,0,0
2146,Liga Profesional Argentina 2023,Jornada 2,05 Feb 23,Boca Juniors,0 - 0,Central Córdoba,0,0
2147,Liga Profesional Argentina 2023,Jornada 2,06 Feb 23,Atl.Tucumán,0 - 2,Talleres Córdoba,0,2
2148,Liga Profesional Argentina 2023,Jornada 2,05 Feb 23,Independiente,1 - 2,Platense,1,2
2149,Liga Profesional Argentina 2023,Jornada 2,04 Feb 23,Newell's Old Boys,1 - 0,Vélez Sarsfield,1,0
2150,Liga Profesional Argentina 2023,Jornada 2,06 Feb 23,Gimnasia La Plata,0 - 2,Defensa y Justicia,0,2
2151,Liga Profesional Argentina 2023,Jornada 2,07 Feb 23,CA Huracán,3 - 2,Banfield,3,2
2152,Liga Profesional Argentina 2023,Jornada 2,06 Feb 23,Godoy Cruz,1 - 0,Colón,1,0
2153,Liga Profesional Argentina 2023,Jornada 2,05 Feb 23,Lanús,2 - 1,San Lorenzo,2,1
2154,Liga Profesional Argentina 2023,Jornada 2,04 Feb 23,Arsenal de Sarandí,1 - 1,Estudiantes La Plata,1,1
2155,Liga Profesional Argentina 2023,Jornada 2,04 Feb 23,Tigre,2 - 2,Rosario Central,2,2
2156,Liga Profesional Argentina 2023,Jornada 2,05 Feb 23,Argentinos Juniors,1 - 0,Racing Club,1,0
2157,Liga Profesional Argentina 2023,Jornada 2,04 Feb 23,Belgrano,2 - 1,River Plate,2,1
2158,Liga Profesional Argentina 2023,Jornada 2,06 Feb 23,Unión Santa Fe,0 - 2,Instituto,0,2
2159,Liga Profesional Argentina 2023,Jornada 2,04 Feb 23,Sarmiento,3 - 5,Barracas Central,3,5
2160,Liga Profesional Argentina 2023,Jornada 3,11 Feb 23,Central Córdoba,0 - 1,Belgrano,0,1
2161,Liga Profesional Argentina 2023,Jornada 3,12 Feb 23,River Plate,2 - 1,Argentinos Juniors,2,1
2162,Liga Profesional Argentina 2023,Jornada 3,13 Feb 23,Racing Club,2 - 2,Tigre,2,2
2163,Liga Profesional Argentina 2023,Jornada 3,12 Feb 23,Rosario Central,2 - 1,Arsenal de Sarandí,2,1
2164,Liga Profesional Argentina 2023,Jornada 3,14 Feb 23,Estudiantes La Plata,0 - 2,Lanús,0,2
2165,Liga Profesional Argentina 2023,Jornada 3,11 Feb 23,San Lorenzo,1 - 0,Godoy Cruz,1,0
2166,Liga Profesional Argentina 2023,Jornada 3,13 Feb 23,Barracas Central,1 - 1,Unión Santa Fe,1,1
2167,Liga Profesional Argentina 2023,Jornada 3,12 Feb 23,Banfield,0 - 0,Gimnasia La Plata,0,0
2168,Liga Profesional Argentina 2023,Jornada 3,11 Feb 23,Defensa y Justicia,1 - 0,Newell's Old Boys,1,0
2169,Liga Profesional Argentina 2023,Jornada 3,12 Feb 23,Vélez Sarsfield,0 - 0,Independiente,0,0
2170,Liga Profesional Argentina 2023,Jornada 3,11 Feb 23,Platense,1 - 1,Atl.Tucumán,1,1
2171,Liga Profesional Argentina 2023,Jornada 3,12 Feb 23,Talleres Córdoba,2 - 1,Boca Juniors,2,1
2172,Liga Profesional Argentina 2023,Jornada 3,11 Feb 23,Colón,0 - 2,Sarmiento,0,2
2173,Liga Profesional Argentina 2023,Jornada 3,13 Feb 23,Instituto,0 - 0,CA Huracán,0,0
2174,Liga Profesional Argentina 2023,Jornada 4,20 Feb 23,Talleres Córdoba,2 - 0,Central Córdoba,2,0
2175,Liga Profesional Argentina 2023,Jornada 4,19 Feb 23,Boca Juniors,3 - 1,Platense,3,1
2176,Liga Profesional Argentina 2023,Jornada 4,21 Feb 23,Atl.Tucumán,1 - 1,Vélez Sarsfield,1,1
2177,Liga Profesional Argentina 2023,Jornada 4,20 Feb 23,Independiente,0 - 2,Defensa y Justicia,0,2
2178,Liga Profesional Argentina 2023,Jornada 4,19 Feb 23,Newell's Old Boys,2 - 0,Banfield,2,0
2179,Liga Profesional Argentina 2023,Jornada 4,18 Feb 23,CA Huracán,2 - 0,Barracas Central,2,0
2180,Liga Profesional Argentina 2023,Jornada 4,19 Feb 23,Unión Santa Fe,1 - 1,Colón,1,1
2181,Liga Profesional Argentina 2023,Jornada 4,18 Feb 23,Godoy Cruz,0 - 1,Estudiantes La Plata,0,1
2182,Liga Profesional Argentina 2023,Jornada 4,18 Feb 23,Lanús,3 - 0,Rosario Central,3,0
2183,Liga Profesional Argentina 2023,Jornada 4,18 Feb 23,Arsenal de Sarandí,0 - 3,Racing Club,0,3
2184,Liga Profesional Argentina 2023,Jornada 4,18 Feb 23,Tigre,0 - 1,River Plate,0,1
2185,Liga Profesional Argentina 2023,Jornada 4,18 Feb 23,Argentinos Juniors,3 - 0,Belgrano,3,0
2186,Liga Profesional Argentina 2023,Jornada 4,17 Feb 23,Gimnasia La Plata,2 - 0,Instituto,2,0
2187,Liga Profesional Argentina 2023,Jornada 4,20 Feb 23,Sarmiento,0 - 1,San Lorenzo,0,1
2188,Liga Profesional Argentina 2023,Jornada 5,28 Feb 23,Central Córdoba,1 - 0,Argentinos Juniors,1,0
2189,Liga Profesional Argentina 2023,Jornada 5,25 Feb 23,Belgrano,0 - 2,Tigre,0,2
2190,Liga Profesional Argentina 2023,Jornada 5,26 Feb 23,River Plate,1 - 2,Arsenal de Sarandí,1,2
2191,Liga Profesional Argentina 2023,Jornada 5,27 Feb 23,Racing Club,2 - 1,Lanús,2,1
2192,Liga Profesional Argentina 2023,Jornada 5,25 Feb 23,Rosario Central,1 - 0,Godoy Cruz,1,0
2193,Liga Profesional Argentina 2023,Jornada 5,25 Feb 23,San Lorenzo,1 - 0,Unión Santa Fe,1,0
2194,Liga Profesional Argentina 2023,Jornada 5,26 Feb 23,Colón,1 - 1,CA Huracán,1,1
2195,Liga Profesional Argentina 2023,Jornada 5,27 Feb 23,Barracas Central,1 - 0,Gimnasia La Plata,1,0
2196,Liga Profesional Argentina 2023,Jornada 5,27 Feb 23,Banfield,0 - 0,Independiente,0,0
2197,Liga Profesional Argentina 2023,Jornada 5,26 Feb 23,Defensa y Justicia,3 - 0,Atl.Tucumán,3,0
2198,Liga Profesional Argentina 2023,Jornada 5,26 Feb 23,Vélez Sarsfield,1 - 2,Boca Juniors,1,2
2199,Liga Profesional Argentina 2023,Jornada 5,25 Feb 23,Platense,2 - 4,Talleres Córdoba,2,4
2200,Liga Profesional Argentina 2023,Jornada 5,25 Feb 23,Estudiantes La Plata,1 - 1,Sarmiento,1,1
2201,Liga Profesional Argentina 2023,Jornada 5,27 Feb 23,Instituto,3 - 1,Newell's Old Boys,3,1
2202,Liga Profesional Argentina 2023,Jornada 6,04 Mar 23,Platense,1 - 1,Central Córdoba,1,1
2203,Liga Profesional Argentina 2023,Jornada 6,06 Mar 23,Talleres Córdoba,1 - 2,Vélez Sarsfield,1,2
2204,Liga Profesional Argentina 2023,Jornada 6,07 Mar 23,Boca Juniors,0 - 0,Defensa y Justicia,0,0
2205,Liga Profesional Argentina 2023,Jornada 6,05 Mar 23,Atl.Tucumán,1 - 0,Banfield,1,0
2206,Liga Profesional Argentina 2023,Jornada 6,05 Mar 23,Newell's Old Boys,1 - 0,Barracas Central,1,0
2207,Liga Profesional Argentina 2023,Jornada 6,04 Mar 23,Gimnasia La Plata,0 - 0,Colón,0,0
2208,Liga Profesional Argentina 2023,Jornada 6,05 Mar 23,CA Huracán,1 - 1,San Lorenzo,1,1
2209,Liga Profesional Argentina 2023,Jornada 6,04 Mar 23,Unión Santa Fe,2 - 0,Estudiantes La Plata,2,0
2210,Liga Profesional Argentina 2023,Jornada 6,06 Mar 23,Godoy Cruz,2 - 0,Racing Club,2,0
2211,Liga Profesional Argentina 2023,Jornada 6,04 Mar 23,Lanús,0 - 2,River Plate,0,2
2212,Liga Profesional Argentina 2023,Jornada 6,06 Mar 23,Arsenal de Sarandí,0 - 1,Belgrano,0,1
2213,Liga Profesional Argentina 2023,Jornada 6,06 Mar 23,Tigre,0 - 1,Argentinos Juniors,0,1
2214,Liga Profesional Argentina 2023,Jornada 6,05 Mar 23,Independiente,2 - 2,Instituto,2,2
2215,Liga Profesional Argentina 2023,Jornada 6,04 Mar 23,Sarmiento,4 - 1,Rosario Central,4,1
2216,Liga Profesional Argentina 2023,Jornada 7,12 Mar 23,Central Córdoba,2 - 0,Tigre,2,0
2217,Liga Profesional Argentina 2023,Jornada 7,11 Mar 23,Argentinos Juniors,1 - 1,Arsenal de Sarandí,1,1
2218,Liga Profesional Argentina 2023,Jornada 7,12 Mar 23,Belgrano,0 - 0,Lanús,0,0
2219,Liga Profesional Argentina 2023,Jornada 7,12 Mar 23,River Plate,3 - 0,Godoy Cruz,3,0
2220,Liga Profesional Argentina 2023,Jornada 7,13 Mar 23,Rosario Central,1 - 1,Unión Santa Fe,1,1
2221,Liga Profesional Argentina 2023,Jornada 7,12 Mar 23,Estudiantes La Plata,2 - 1,CA Huracán,2,1
2222,Liga Profesional Argentina 2023,Jornada 7,11 Mar 23,San Lorenzo,4 - 0,Gimnasia La Plata,4,0
2223,Liga Profesional Argentina 2023,Jornada 7,14 Mar 23,Colón,1 - 1,Newell's Old Boys,1,1
2224,Liga Profesional Argentina 2023,Jornada 7,10 Mar 23,Barracas Central,1 - 1,Independiente,1,1
2225,Liga Profesional Argentina 2023,Jornada 7,13 Mar 23,Banfield,1 - 0,Boca Juniors,1,0
2226,Liga Profesional Argentina 2023,Jornada 7,11 Mar 23,Defensa y Justicia,1 - 1,Talleres Córdoba,1,1
2227,Liga Profesional Argentina 2023,Jornada 7,14 Mar 23,Vélez Sarsfield,1 - 1,Platense,1,1
2228,Liga Profesional Argentina 2023,Jornada 7,12 Mar 23,Racing Club,1 - 0,Sarmiento,1,0
2229,Liga Profesional Argentina 2023,Jornada 7,11 Mar 23,Instituto,1 - 1,Atl.Tucumán,1,1
2230,Liga Profesional Argentina 2023,Jornada 8,22 Mar 23,Vélez Sarsfield,4 - 0,Central Córdoba,4,0
2231,Liga Profesional Argentina 2023,Jornada 8,18 Mar 23,Platense,1 - 0,Defensa y Justicia,1,0
2232,Liga Profesional Argentina 2023,Jornada 8,20 Mar 23,Talleres Córdoba,0 - 1,Banfield,0,1
2233,Liga Profesional Argentina 2023,Jornada 8,19 Mar 23,Atl.Tucumán,1 - 1,Barracas Central,1,1
2234,Liga Profesional Argentina 2023,Jornada 8,18 Mar 23,Independiente,2 - 2,Colón,2,2
2235,Liga Profesional Argentina 2023,Jornada 8,20 Mar 23,Newell's Old Boys,1 - 0,San Lorenzo,1,0
2236,Liga Profesional Argentina 2023,Jornada 8,19 Mar 23,Gimnasia La Plata,2 - 1,Estudiantes La Plata,2,1
2237,Liga Profesional Argentina 2023,Jornada 8,21 Mar 23,CA Huracán,0 - 2,Rosario Central,0,2
2238,Liga Profesional Argentina 2023,Jornada 8,18 Mar 23,Unión Santa Fe,1 - 3,Racing Club,1,3
2239,Liga Profesional Argentina 2023,Jornada 8,19 Mar 23,Godoy Cruz,3 - 1,Belgrano,3,1
2240,Liga Profesional Argentina 2023,Jornada 8,21 Mar 23,Lanús,0 - 0,Argentinos Juniors,0,0
2241,Liga Profesional Argentina 2023,Jornada 8,18 Mar 23,Arsenal de Sarandí,2 - 0,Tigre,2,0
2242,Liga Profesional Argentina 2023,Jornada 8,19 Mar 23,Boca Juniors,2 - 3,Instituto,2,3
2243,Liga Profesional Argentina 2023,Jornada 8,20 Mar 23,Sarmiento,0 - 2,River Plate,0,2
2244,Liga Profesional Argentina 2023,Jornada 9,04 Abr 23,Central Córdoba,1 - 0,Arsenal de Sarandí,1,0
2245,Liga Profesional Argentina 2023,Jornada 9,02 Abr 23,Tigre,2 - 1,Lanús,2,1
2246,Liga Profesional Argentina 2023,Jornada 9,31 Mar 23,Argentinos Juniors,3 - 0,Godoy Cruz,3,0
2247,Liga Profesional Argentina 2023,Jornada 9,01 Abr 23,River Plate,1 - 0,Unión Santa Fe,1,0
2248,Liga Profesional Argentina 2023,Jornada 9,02 Abr 23,Racing Club,2 - 1,CA Huracán,2,1
2249,Liga Profesional Argentina 2023,Jornada 9,01 Abr 23,Rosario Central,3 - 1,Gimnasia La Plata,3,1
2250,Liga Profesional Argentina 2023,Jornada 9,01 Abr 23,Estudiantes La Plata,3 - 0,Newell's Old Boys,3,0
2251,Liga Profesional Argentina 2023,Jornada 9,02 Abr 23,San Lorenzo,0 - 0,Independiente,0,0
2252,Liga Profesional Argentina 2023,Jornada 9,03 Abr 23,Colón,0 - 0,Atl.Tucumán,0,0
2253,Liga Profesional Argentina 2023,Jornada 9,01 Abr 23,Barracas Central,0 - 3,Boca Juniors,0,3
2254,Liga Profesional Argentina 2023,Jornada 9,03 Abr 23,Banfield,0 - 2,Platense,0,2
2255,Liga Profesional Argentina 2023,Jornada 9,31 Mar 23,Defensa y Justicia,0 - 0,Vélez Sarsfield,0,0
2256,Liga Profesional Argentina 2023,Jornada 9,04 Abr 23,Belgrano,0 - 0,Sarmiento,0,0
2257,Liga Profesional Argentina 2023,Jornada 9,02 Abr 23,Instituto,0 - 3,Talleres Córdoba,0,3
2258,Liga Profesional Argentina 2023,Jornada 10,09 Abr 23,Defensa y Justicia,1 - 2,Central Córdoba,1,2
2259,Liga Profesional Argentina 2023,Jornada 10,08 Abr 23,Vélez Sarsfield,3 - 3,Banfield,3,3
2260,Liga Profesional Argentina 2023,Jornada 10,08 Abr 23,Talleres Córdoba,3 - 0,Barracas Central,3,0
2261,Liga Profesional Argentina 2023,Jornada 10,10 Abr 23,Boca Juniors,1 - 2,Colón,1,2
2262,Liga Profesional Argentina 2023,Jornada 10,09 Abr 23,Atl.Tucumán,1 - 3,San Lorenzo,1,3
2263,Liga Profesional Argentina 2023,Jornada 10,09 Abr 23,Independiente,1 - 2,Estudiantes La Plata,1,2
2264,Liga Profesional Argentina 2023,Jornada 10,09 Abr 23,Newell's Old Boys,0 - 0,Rosario Central,0,0
2265,Liga Profesional Argentina 2023,Jornada 10,08 Abr 23,Gimnasia La Plata,3 - 1,Racing Club,3,1
2266,Liga Profesional Argentina 2023,Jornada 10,10 Abr 23,CA Huracán,0 - 3,River Plate,0,3
2267,Liga Profesional Argentina 2023,Jornada 10,08 Abr 23,Unión Santa Fe,0 - 3,Belgrano,0,3
2268,Liga Profesional Argentina 2023,Jornada 10,09 Abr 23,Godoy Cruz,1 - 1,Tigre,1,1
2269,Liga Profesional Argentina 2023,Jornada 10,08 Abr 23,Lanús,3 - 0,Arsenal de Sarandí,3,0
2270,Liga Profesional Argentina 2023,Jornada 10,08 Abr 23,Platense,1 - 0,Instituto,1,0
2271,Liga Profesional Argentina 2023,Jornada 10,08 Abr 23,Sarmiento,2 - 0,Argentinos Juniors,2,0
2272,Liga Profesional Argentina 2023,Jornada 11,12 Abr 23,Central Córdoba,1 - 1,Lanús,1,1
2273,Liga Profesional Argentina 2023,Jornada 11,13 Abr 23,Arsenal de Sarandí,2 - 3,Godoy Cruz,2,3
2274,Liga Profesional Argentina 2023,Jornada 11,12 Abr 23,Argentinos Juniors,5 - 1,Unión Santa Fe,5,1
2275,Liga Profesional Argentina 2023,Jornada 11,13 Abr 23,Belgrano,2 - 0,CA Huracán,2,0
2276,Liga Profesional Argentina 2023,Jornada 11,14 Abr 23,River Plate,3 - 0,Gimnasia La Plata,3,0
2277,Liga Profesional Argentina 2023,Jornada 11,13 Abr 23,Racing Club,0 - 1,Newell's Old Boys,0,1
2278,Liga Profesional Argentina 2023,Jornada 11,13 Abr 23,Rosario Central,1 - 0,Independiente,1,0
2279,Liga Profesional Argentina 2023,Jornada 11,13 Abr 23,Estudiantes La Plata,0 - 0,Atl.Tucumán,0,0
2280,Liga Profesional Argentina 2023,Jornada 11,12 Abr 23,San Lorenzo,1 - 0,Boca Juniors,1,0
2281,Liga Profesional Argentina 2023,Jornada 11,13 Abr 23,Colón,2 - 2,Talleres Córdoba,2,2
2282,Liga Profesional Argentina 2023,Jornada 11,11 Abr 23,Barracas Central,1 - 0,Platense,1,0
2283,Liga Profesional Argentina 2023,Jornada 11,12 Abr 23,Banfield,0 - 3,Defensa y Justicia,0,3
2284,Liga Profesional Argentina 2023,Jornada 11,14 Abr 23,Tigre,1 - 0,Sarmiento,1,0
2285,Liga Profesional Argentina 2023,Jornada 11,12 Abr 23,Instituto,1 - 0,Vélez Sarsfield,1,0
2286,Liga Profesional Argentina 2023,Jornada 12,18 Abr 23,Banfield,1 - 0,Central Córdoba,1,0
2287,Liga Profesional Argentina 2023,Jornada 12,16 Abr 23,Vélez Sarsfield,0 - 0,Barracas Central,0,0
2288,Liga Profesional Argentina 2023,Jornada 12,17 Abr 23,Platense,0 - 0,Colón,0,0
2289,Liga Profesional Argentina 2023,Jornada 12,17 Abr 23,Talleres Córdoba,0 - 0,San Lorenzo,0,0
2290,Liga Profesional Argentina 2023,Jornada 12,16 Abr 23,Boca Juniors,0 - 1,Estudiantes La Plata,0,1
2291,Liga Profesional Argentina 2023,Jornada 12,18 Abr 23,Atl.Tucumán,2 - 2,Rosario Central,2,2
2292,Liga Profesional Argentina 2023,Jornada 12,16 Abr 23,Independiente,1 - 1,Racing Club,1,1
2293,Liga Profesional Argentina 2023,Jornada 12,17 Abr 23,Newell's Old Boys,0 - 1,River Plate,0,1
2294,Liga Profesional Argentina 2023,Jornada 12,16 Abr 23,Gimnasia La Plata,0 - 2,Belgrano,0,2
2295,Liga Profesional Argentina 2023,Jornada 12,16 Abr 23,CA Huracán,0 - 0,Argentinos Juniors,0,0
2296,Liga Profesional Argentina 2023,Jornada 12,16 Abr 23,Unión Santa Fe,0 - 0,Tigre,0,0
2297,Liga Profesional Argentina 2023,Jornada 12,18 Abr 23,Godoy Cruz,4 - 4,Lanús,4,4
2298,Liga Profesional Argentina 2023,Jornada 12,15 Abr 23,Defensa y Justicia,1 - 0,Instituto,1,0
2299,Liga Profesional Argentina 2023,Jornada 12,18 Abr 23,Sarmiento,1 - 0,Arsenal de Sarandí,1,0
2300,Liga Profesional Argentina 2023,Jornada 13,23 Abr 23,Central Córdoba,0 - 2,Godoy Cruz,0,2
2301,Liga Profesional Argentina 2023,Jornada 13,22 Abr 23,Arsenal de Sarandí,2 - 1,Unión Santa Fe,2,1
2302,Liga Profesional Argentina 2023,Jornada 13,26 Abr 23,Tigre,1 - 0,CA Huracán,1,0
2303,Liga Profesional Argentina 2023,Jornada 13,25 Abr 23,Argentinos Juniors,2 - 4,Gimnasia La Plata,2,4
2304,Liga Profesional Argentina 2023,Jornada 13,23 Abr 23,Belgrano,1 - 0,Newell's Old Boys,1,0
2305,Liga Profesional Argentina 2023,Jornada 13,24 Abr 23,River Plate,2 - 0,Independiente,2,0
2306,Liga Profesional Argentina 2023,Jornada 13,25 Abr 23,Racing Club,1 - 3,Atl.Tucumán,1,3
2307,Liga Profesional Argentina 2023,Jornada 13,23 Abr 23,Rosario Central,2 - 2,Boca Juniors,2,2
2308,Liga Profesional Argentina 2023,Jornada 13,23 Abr 23,Estudiantes La Plata,1 - 0,Talleres Córdoba,1,0
2309,Liga Profesional Argentina 2023,Jornada 13,23 Abr 23,San Lorenzo,1 - 0,Platense,1,0
2310,Liga Profesional Argentina 2023,Jornada 13,22 Abr 23,Colón,2 - 1,Vélez Sarsfield,2,1
2311,Liga Profesional Argentina 2023,Jornada 13,24 Abr 23,Barracas Central,0 - 2,Defensa y Justicia,0,2
2312,Liga Profesional Argentina 2023,Jornada 13,22 Abr 23,Lanús,2 - 1,Sarmiento,2,1
2313,Liga Profesional Argentina 2023,Jornada 13,23 Abr 23,Instituto,1 - 1,Banfield,1,1
2314,Liga Profesional Argentina 2023,Jornada 14,30 Abr 23,Banfield,0 - 0,Barracas Central,0,0
2315,Liga Profesional Argentina 2023,Jornada 14,30 Abr 23,Defensa y Justicia,2 - 0,Colón,2,0
2316,Liga Profesional Argentina 2023,Jornada 14,29 Abr 23,Vélez Sarsfield,0 - 0,San Lorenzo,0,0
2317,Liga Profesional Argentina 2023,Jornada 14,28 Abr 23,Platense,1 - 2,Estudiantes La Plata,1,2
2318,Liga Profesional Argentina 2023,Jornada 14,01 May 23,Talleres Córdoba,3 - 1,Rosario Central,3,1
2319,Liga Profesional Argentina 2023,Jornada 14,30 Abr 23,Boca Juniors,3 - 1,Racing Club,3,1
2320,Liga Profesional Argentina 2023,Jornada 14,29 Abr 23,Atl.Tucumán,1 - 1,River Plate,1,1
2321,Liga Profesional Argentina 2023,Jornada 14,30 Abr 23,Independiente,2 - 0,Belgrano,2,0
2322,Liga Profesional Argentina 2023,Jornada 14,29 Abr 23,Newell's Old Boys,0 - 0,Argentinos Juniors,0,0
2323,Liga Profesional Argentina 2023,Jornada 14,29 Abr 23,Gimnasia La Plata,1 - 1,Tigre,1,1
2324,Liga Profesional Argentina 2023,Jornada 14,29 Abr 23,CA Huracán,2 - 1,Arsenal de Sarandí,2,1
2325,Liga Profesional Argentina 2023,Jornada 14,17 Jun 23,Unión Santa Fe,1 - 1,Lanús,1,1
2326,Liga Profesional Argentina 2023,Jornada 14,30 Abr 23,Instituto,0 - 2,Central Córdoba,0,2
2327,Liga Profesional Argentina 2023,Jornada 14,28 Abr 23,Sarmiento,1 - 1,Godoy Cruz,1,1
2328,Liga Profesional Argentina 2023,Jornada 15,05 May 23,Godoy Cruz,0 - 0,Unión Santa Fe,0,0
2329,Liga Profesional Argentina 2023,Jornada 15,06 May 23,Lanús,1 - 0,CA Huracán,1,0
2330,Liga Profesional Argentina 2023,Jornada 15,08 May 23,Arsenal de Sarandí,0 - 1,Gimnasia La Plata,0,1
2331,Liga Profesional Argentina 2023,Jornada 15,08 May 23,Tigre,2 - 2,Newell's Old Boys,2,2
2332,Liga Profesional Argentina 2023,Jornada 15,07 May 23,Argentinos Juniors,2 - 2,Independiente,2,2
2333,Liga Profesional Argentina 2023,Jornada 15,06 May 23,Belgrano,1 - 0,Atl.Tucumán,1,0
2334,Liga Profesional Argentina 2023,Jornada 15,07 May 23,River Plate,1 - 0,Boca Juniors,1,0
2335,Liga Profesional Argentina 2023,Jornada 15,09 May 23,Racing Club,2 - 4,Talleres Córdoba,2,4
2336,Liga Profesional Argentina 2023,Jornada 15,07 May 23,Rosario Central,4 - 0,Platense,4,0
2337,Liga Profesional Argentina 2023,Jornada 15,08 May 23,Estudiantes La Plata,2 - 0,Vélez Sarsfield,2,0
2338,Liga Profesional Argentina 2023,Jornada 15,08 May 23,San Lorenzo,0 - 0,Defensa y Justicia,0,0
